id,name,url,pictureURL,first_tag,second_tag,top_five_tags
9573,Dead Hearts,http://www.last.fm/music/Dead+Hearts,http://userserve-ak.last.fm/serve/252/62979.jpg,0,0,
9574,Act As One,http://www.last.fm/music/Act+As+One,http://userserve-ak.last.fm/serve/252/40518771.jpg,0,0,
9575,Lions Lions,http://www.last.fm/music/Lions+Lions,http://userserve-ak.last.fm/serve/252/46594005.png,79,180,alternative post-hardcore
9576,Heartsounds,http://www.last.fm/music/Heartsounds,http://userserve-ak.last.fm/serve/252/31550435.jpg,182,1510,punk rock melodic hardcore
9577,Crucial Dudes,http://www.last.fm/music/Crucial+Dudes,http://userserve-ak.last.fm/serve/252/44391709.jpg,0,0,
9578,Carpathian,http://www.last.fm/music/Carpathian,http://userserve-ak.last.fm/serve/252/36505333.jpg,0,0,
9579,50 Lions,http://www.last.fm/music/50+Lions,http://userserve-ak.last.fm/serve/252/41169065.jpg,194,181,hardcore punk hardcore punk straight edge australian
9580,Let Down,http://www.last.fm/music/Let+Down,http://userserve-ak.last.fm/serve/252/50961575.png,0,0,
9581,Cockpunch!,http://www.last.fm/music/Cockpunch%21,http://userserve-ak.last.fm/serve/252/30359151.jpg,0,0,
9582,Bravo,http://www.last.fm/music/Bravo,http://userserve-ak.last.fm/serve/252/45363265.jpg,308,346,latin 90s hair metal 1992 1993
9583,Mother Love Bone,http://www.last.fm/music/Mother+Love+Bone,http://userserve-ak.last.fm/serve/252/137769.jpg,170,73,grunge rock 90s alternative rock hard rock
9584,Tuff,http://www.last.fm/music/Tuff,http://userserve-ak.last.fm/serve/252/559820.jpg,72,346,hard rock 90s hair metal 1991 glam metal
9585,Diego Torres,http://www.last.fm/music/Diego+Torres,http://userserve-ak.last.fm/serve/252/51959491.jpg,308,24,latin pop 90s latin pop diego torres
9586,Run-D.M.C.,http://www.last.fm/music/Run-D.M.C.,http://userserve-ak.last.fm/serve/252/118376.jpg,25,102,80s hip-hop rap old school rock
9587,Firehouse,http://www.last.fm/music/Firehouse,http://userserve-ak.last.fm/serve/252/14420345.jpg,72,25,hard rock 80s hair metal rock classic rock
9588,Teenage Fanclub,http://www.last.fm/music/Teenage+Fanclub,http://userserve-ak.last.fm/serve/252/28515795.jpg,1340,242,scottish power pop indie alternative seen live
9589,The Smithereens,http://www.last.fm/music/The+Smithereens,http://userserve-ak.last.fm/serve/252/59638663.jpg,242,72,power pop hard rock college rock 80s alternative rock
9590,Big Star,http://www.last.fm/music/Big+Star,http://userserve-ak.last.fm/serve/252/48805003.png,242,73,power pop rock 70s proto-punk love
9591,Del Amitri,http://www.last.fm/music/Del+Amitri,http://userserve-ak.last.fm/serve/252/10945103.jpg,1340,346,scottish 90s college rock 1982 scrubs
9592,Cosmic Rough Riders,http://www.last.fm/music/Cosmic+Rough+Riders,http://userserve-ak.last.fm/serve/252/200297.jpg,1340,0,scottish
9593,Mercenary,http://www.last.fm/music/Mercenary,http://userserve-ak.last.fm/serve/252/49762225.jpg,379,609,melodic death metal power metal please plaese please only play instrumental
9594,Steel Pulse,http://www.last.fm/music/Steel+Pulse,http://userserve-ak.last.fm/serve/252/125467.jpg,311,1913,reggae 70's brum daz reggae dub
9595,Ky-Mani Marley,http://www.last.fm/music/Ky-Mani+Marley,http://userserve-ak.last.fm/serve/252/3918774.jpg,311,4982,reggae jamaica
9596,Soldiers of Jah Army,http://www.last.fm/music/Soldiers+of+Jah+Army,http://userserve-ak.last.fm/serve/252/5068833.jpg,311,216,reggae american
9597,Black Uhuru,http://www.last.fm/music/Black+Uhuru,http://userserve-ak.last.fm/serve/252/420898.jpg,6519,25,colors 80s reggae jamaica jamaican
9598,Israel Vibration,http://www.last.fm/music/Israel+Vibration,http://userserve-ak.last.fm/serve/252/39812.jpg,311,729,reggae 70s jamaica jamaican roots reggae
9599,Gregory Isaacs,http://www.last.fm/music/Gregory+Isaacs,http://userserve-ak.last.fm/serve/252/5682377.jpg,311,3856,reggae lovers rock skins soundtrack urban
9600,Sizzla,http://www.last.fm/music/Sizzla,http://userserve-ak.last.fm/serve/252/470267.jpg,0,0,
9601,Anthony B,http://www.last.fm/music/Anthony+B,http://userserve-ak.last.fm/serve/252/5497230.jpg,0,0,
9602,Burning Spear,http://www.last.fm/music/Burning+Spear,http://userserve-ak.last.fm/serve/252/3685849.jpg,311,69,reggae dub roots reggae 70s
9603,Gentleman,http://www.last.fm/music/Gentleman,http://userserve-ak.last.fm/serve/252/2863364.jpg,311,1442,reggae dancehall german ragga
9604,Barrington Levy,http://www.last.fm/music/Barrington+Levy,http://userserve-ak.last.fm/serve/252/5240150.jpg,311,1442,reggae dancehall 70s jamaica jamaican
9605,Karl Wolf,http://www.last.fm/music/Karl+Wolf,http://userserve-ak.last.fm/serve/252/61858901.png,167,302,rnb ethnic underrated pop covers soul
9606,Outlandish,http://www.last.fm/music/Outlandish,http://userserve-ak.last.fm/serve/252/8059.jpg,127,3264,seen live danish soul muslim
9607,Cameron Cartio,http://www.last.fm/music/Cameron+Cartio,http://userserve-ak.last.fm/serve/252/795339.jpg,0,0,
9608,Kardinal Offishall,http://www.last.fm/music/Kardinal+Offishall,http://userserve-ak.last.fm/serve/252/14195637.jpg,102,103,hip-hop rap hard tight phat
9609,Shreya Ghoshal & Shaan,http://www.last.fm/music/Shreya%2BGhoshal%2B%2526%2BShaan,http://userserve-ak.last.fm/serve/252/40938157.jpg,0,0,
9610,Miley Cyrus and Billy Ray Cyrus,http://www.last.fm/music/Miley+Cyrus+and+Billy+Ray+Cyrus,http://userserve-ak.last.fm/serve/252/19192257.jpg,0,0,
9611,K.K.,http://www.last.fm/music/K.K.,http://userserve-ak.last.fm/serve/252/25118495.png,0,0,
9612,Sunidhi Chauhan,http://www.last.fm/music/Sunidhi+Chauhan,http://userserve-ak.last.fm/serve/252/31750125.jpg,130,184,female vocalists soundtrack bollywood hindi indian
9613,Sense Field,http://www.last.fm/music/Sense+Field,http://userserve-ak.last.fm/serve/252/121989.jpg,0,0,
9614,אריק ברמן,http://www.last.fm/music/%D7%90%D7%A8%D7%99%D7%A7+%D7%91%D7%A8%D7%9E%D7%9F,http://userserve-ak.last.fm/serve/252/354505.jpg,0,0,
9615,CPM 22 -  MTV AO VIVO,http://www.last.fm/music/CPM+22+-++MTV+AO+VIVO,http://userserve-ak.last.fm/serve/252/31932841.jpg,0,0,
9616,Garotos Podres,http://www.last.fm/music/Garotos+Podres,http://userserve-ak.last.fm/serve/252/523275.jpg,181,182,punk punk rock hardcore street punk anarcopunk
9617,U2 and Green Day,http://www.last.fm/music/U2+and+Green+Day,http://userserve-ak.last.fm/serve/252/294346.jpg,73,78,rock alternative rock pop rock punk rock u2
9618,Visite [www.musikawarez.com],http://www.last.fm/music/Visite+%5Bwww.musikawarez.com%5D,,0,0,
9619,Republica,http://www.last.fm/music/Republica,http://userserve-ak.last.fm/serve/252/10950309.jpg,79,346,alternative 90s synth pop indie post-punk
9620,Red Red Groovy,http://www.last.fm/music/Red+Red+Groovy,http://userserve-ak.last.fm/serve/252/380331.jpg,39,105,dance house electronica american 90s
9621,Felix da Housecat,http://www.last.fm/music/Felix+da+Housecat,http://userserve-ak.last.fm/serve/252/35442141.jpg,390,309,electroclash electro electronic house neo-electro
9622,The Shamen,http://www.last.fm/music/The+Shamen,http://userserve-ak.last.fm/serve/252/30362495.png,346,18,90s electronic electronica dance alternative rock
9623,Meat Beat Manifesto,http://www.last.fm/music/Meat+Beat+Manifesto,http://userserve-ak.last.fm/serve/252/61949.jpg,18,61,electronic industrial experimental ebm ultimate favorite
9624,Tones on Tail,http://www.last.fm/music/Tones+on+Tail,http://userserve-ak.last.fm/serve/252/24651705.jpg,25,192,80s classic rock post-punk
9625,The Cuts,http://www.last.fm/music/The+Cuts,http://userserve-ak.last.fm/serve/252/53495305.jpg,0,0,
9626,B-Movie,http://www.last.fm/music/B-Movie,http://userserve-ak.last.fm/serve/252/3139687.jpg,16,25,new wave 80s post-punk electro pop techno pop
9627,Kombi,http://www.last.fm/music/Kombi,http://userserve-ak.last.fm/serve/252/389122.jpg,0,0,
9628,Ice Machine,http://www.last.fm/music/Ice+Machine,http://userserve-ak.last.fm/serve/252/9921441.jpg,16,18,new wave electronic synthpop polish
9629,Peter Heppner,http://www.last.fm/music/Peter+Heppner,http://userserve-ak.last.fm/serve/252/12127357.jpg,18,0,electronic
9630,Elegant Machinery,http://www.last.fm/music/Elegant+Machinery,http://userserve-ak.last.fm/serve/252/138330.jpg,74,346,synthpop 90s electronic other great tracks
9631,Reveille,http://www.last.fm/music/Reveille,http://userserve-ak.last.fm/serve/252/545411.jpg,198,0,rapcore
9632,Basko Sthlm,http://www.last.fm/music/Basko+Sthlm,http://userserve-ak.last.fm/serve/252/26640491.jpg,0,0,
9633,Fear,http://www.last.fm/music/Fear,http://userserve-ak.last.fm/serve/252/107183.jpg,25,181,80s punk hardcore punk 80s hardcore punk rock
9634,Black Oak Arkansas,http://www.last.fm/music/Black+Oak+Arkansas,http://userserve-ak.last.fm/serve/252/51567.jpg,1197,439,southern rock blues rock hard rock 70s guitar
9635,Hjaltalín,http://www.last.fm/music/Hjaltal%C3%ADn,http://userserve-ak.last.fm/serve/252/3547791.jpg,1957,81,icelandic indie folk
9636,Sudden Weather Change,http://www.last.fm/music/Sudden+Weather+Change,http://userserve-ak.last.fm/serve/252/481945.jpg,0,0,
9637,Sin Fang Bous,http://www.last.fm/music/Sin+Fang+Bous,http://userserve-ak.last.fm/serve/252/20638441.png,1957,296,icelandic indie pop
9638,I'm from Barcelona,http://www.last.fm/music/I%27m+from+Barcelona,http://userserve-ak.last.fm/serve/252/32784015.jpg,84,296,indie rock indie pop indie complete sentences the fact that this is the name of a band makes me want to check their music out even though i do not care much for indie pop
9639,Útidúr,http://www.last.fm/music/%C3%9Atid%C3%BAr,http://userserve-ak.last.fm/serve/252/53536959.jpg,0,0,
9640,Sprengjuhöllin,http://www.last.fm/music/Sprengjuh%C3%B6llin,http://userserve-ak.last.fm/serve/252/411461.jpg,0,0,
9641,Agent Fresco,http://www.last.fm/music/Agent+Fresco,http://userserve-ak.last.fm/serve/252/11449805.jpg,0,0,
9642,Laura Veirs,http://www.last.fm/music/Laura+Veirs,http://userserve-ak.last.fm/serve/252/41127.jpg,4183,230,songs ive obsessed over love it singer-songwriter 2008 2007
9643,"Raz, Dwa, Trzy",http://www.last.fm/music/Raz%2C+Dwa%2C+Trzy,http://userserve-ak.last.fm/serve/252/89014.jpg,73,83,rock jazz polish
9644,Agnieszka Osiecka,http://www.last.fm/music/Agnieszka+Osiecka,http://userserve-ak.last.fm/serve/252/582405.jpg,0,0,
9645,Die Fantastischen Vier,http://www.last.fm/music/Die+Fantastischen+Vier,http://userserve-ak.last.fm/serve/252/9265859.jpg,102,304,hip-hop hip hop german hiphop german hiphop
9646,Verba,http://www.last.fm/music/Verba,http://userserve-ak.last.fm/serve/252/247569.jpg,321,0,french
9647,25 LAT LISTY PRZEBOJÓW TRÓJKI,http://www.last.fm/music/25+LAT+LISTY+PRZEBOJ%C3%93W+TR%C3%93JKI,http://userserve-ak.last.fm/serve/252/37899065.jpg,0,0,
9648,vir,http://www.last.fm/music/vir,http://userserve-ak.last.fm/serve/252/23946617.jpg,0,0,
9649,Roger Sanchez,http://www.last.fm/music/Roger+Sanchez,http://userserve-ak.last.fm/serve/252/43588379.jpg,39,18,dance electronic descoperiri aana house
9650,KSM,http://www.last.fm/music/KSM,http://userserve-ak.last.fm/serve/252/37292305.png,399,81,disney indie
9651,Robh Hokum,http://www.last.fm/music/Robh+Hokum,http://userserve-ak.last.fm/serve/252/16946.jpg,0,0,
9652,Taylor Swfit ft. Tyler Hilton,http://www.last.fm/music/Taylor+Swfit+ft.+Tyler+Hilton,,0,0,
9653,Calogero,http://www.last.fm/music/Calogero,http://userserve-ak.last.fm/serve/252/4732688.jpg,321,2999,french chanson francaise
9654,Hednoize,http://www.last.fm/music/Hednoize,http://userserve-ak.last.fm/serve/252/16331739.jpg,0,0,
9655,ENUR feat. Natasja,http://www.last.fm/music/ENUR+feat.+Natasja,http://userserve-ak.last.fm/serve/252/26122113.png,0,0,
9656,Timbaland ft.Nelly Furtado and Soshy,http://www.last.fm/music/Timbaland+ft.Nelly+Furtado+and+Soshy,,0,0,
9657,Rick GhraphiXxX,http://www.last.fm/music/Rick+GhraphiXxX,http://userserve-ak.last.fm/serve/252/49607313.jpg,71,5219,hiphop rick-villa lovin it apex-hills apex hills
9658,Rick Ross,http://www.last.fm/music/Rick+Ross,http://userserve-ak.last.fm/serve/252/48347551.png,103,102,rap hip-hop
9659,Young Jeezy,http://www.last.fm/music/Young+Jeezy,http://userserve-ak.last.fm/serve/252/44118895.jpg,102,103,hip-hop rap hip hop
9660,Fred Hammond,http://www.last.fm/music/Fred+Hammond,http://userserve-ak.last.fm/serve/252/51662019.jpg,0,0,
9661,Raheem DeVaughn,http://www.last.fm/music/Raheem+DeVaughn,http://userserve-ak.last.fm/serve/252/6967445.jpg,521,696,classic smooth cool best lol
9662,Plies,http://www.last.fm/music/Plies,http://userserve-ak.last.fm/serve/252/37197537.png,103,102,rap hip-hop
9663,Bilal,http://www.last.fm/music/Bilal,http://userserve-ak.last.fm/serve/252/51807441.png,619,0,soul
9664,R. Kelly,http://www.last.fm/music/R.+Kelly,http://userserve-ak.last.fm/serve/252/48306807.png,167,346,rnb 90s soul rap hip hop
9665,Black&Mouse,http://www.last.fm/music/Black%2526Mouse,http://userserve-ak.last.fm/serve/252/44892221.jpg,0,0,
9666,Fred Hammond & Radical for Christ,http://www.last.fm/music/Fred%2BHammond%2B%2526%2BRadical%2Bfor%2BChrist,http://userserve-ak.last.fm/serve/252/483674.jpg,706,6318,gospel music totally dedicated to christ
9667,Jay-Z & Coldplay,http://www.last.fm/music/Jay-Z%2B%2526%2BColdplay,http://userserve-ak.last.fm/serve/252/29439883.jpg,0,0,
9668,Freddie Jackson,http://www.last.fm/music/Freddie+Jackson,http://userserve-ak.last.fm/serve/252/165782.jpg,619,25,soul 80s rnb male vocalists 90s
9669,Q-Tip,http://www.last.fm/music/Q-Tip,http://userserve-ak.last.fm/serve/252/26589167.jpg,73,521,rock classic funny cool crazy
9670,Andre 3000,http://www.last.fm/music/Andre+3000,http://userserve-ak.last.fm/serve/252/10999333.jpg,102,134,hip-hop singer-songwriter 00s american hip hop
9671,Jay-Blaze,http://www.last.fm/music/Jay-Blaze,http://userserve-ak.last.fm/serve/252/45271033.jpg,102,2084,hip-hop chill music east-coast ft-lauderdale lupe fiasco
9672,Truckfighters,http://www.last.fm/music/Truckfighters,http://userserve-ak.last.fm/serve/252/33325805.jpg,0,0,
9673,Colour Haze,http://www.last.fm/music/Colour+Haze,http://userserve-ak.last.fm/serve/252/42935761.jpg,537,88,stoner rock psychedelic rock
9674,Monkey3,http://www.last.fm/music/Monkey3,http://userserve-ak.last.fm/serve/252/39148569.jpg,537,5251,stoner rock psycho stoner psycho stoner rock space rock
9675,Hermano,http://www.last.fm/music/Hermano,http://userserve-ak.last.fm/serve/252/94223.jpg,0,0,
9676,Triumph,http://www.last.fm/music/Triumph,http://userserve-ak.last.fm/serve/252/52123107.jpg,72,729,hard rock 70s i am canadian rock and roll classic rock
9677,Brant Bjork,http://www.last.fm/music/Brant+Bjork,http://userserve-ak.last.fm/serve/252/44556169.jpg,537,73,stoner rock rock alternative desert rock stoner
9678,Nebula,http://www.last.fm/music/Nebula,http://userserve-ak.last.fm/serve/252/26652477.jpg,0,0,
9679,The Atomic Bitchwax,http://www.last.fm/music/The+Atomic+Bitchwax,http://userserve-ak.last.fm/serve/252/3899751.jpg,537,2909,stoner rock new jersey
9680,Astroqueen,http://www.last.fm/music/Astroqueen,http://userserve-ak.last.fm/serve/252/317597.jpg,0,0,
9681,Blind Dog,http://www.last.fm/music/Blind+Dog,http://userserve-ak.last.fm/serve/252/33902.jpg,0,0,
9682,Rotor,http://www.last.fm/music/Rotor,http://userserve-ak.last.fm/serve/252/2511426.jpg,0,0,
9683,Ted Nugent,http://www.last.fm/music/Ted+Nugent,http://userserve-ak.last.fm/serve/252/36033851.jpg,72,729,hard rock 70s classic rock guitar rock
9684,Jacek Kaczmarski,http://www.last.fm/music/Jacek+Kaczmarski,http://userserve-ak.last.fm/serve/252/14585.jpg,11425,0,favourite sad songs
9685,Stare Dobre Małżeństwo,http://www.last.fm/music/Stare+Dobre+Ma%C5%82%C5%BCe%C5%84stwo,http://userserve-ak.last.fm/serve/252/398351.jpg,185,188,acoustic polish poetry calm mountain music
9686,石井妥師,http://www.last.fm/music/%E7%9F%B3%E4%BA%95%E5%A6%A5%E5%B8%AB,http://userserve-ak.last.fm/serve/252/3208736.jpg,159,83,anime jazz japanese love japan
9687,Kabaret Starszych Panów,http://www.last.fm/music/Kabaret+Starszych+Pan%C3%B3w,http://userserve-ak.last.fm/serve/252/20103767.jpg,0,0,
9688,The Mighty Boosh,http://www.last.fm/music/The+Mighty+Boosh,http://userserve-ak.last.fm/serve/252/13247725.png,10045,10065,songs i sing in the shower jam hot
9689,Grabaż i Strachy Na Lachy,http://www.last.fm/music/Graba%C5%BC+i+Strachy+Na+Lachy,http://userserve-ak.last.fm/serve/252/387778.jpg,127,73,seen live rock polish
9690,Bielizna,http://www.last.fm/music/Bielizna,http://userserve-ak.last.fm/serve/252/4968696.jpg,0,0,
9691,The Amity Affliction,http://www.last.fm/music/The+Amity+Affliction,http://userserve-ak.last.fm/serve/252/60008997.jpg,180,186,post-hardcore emocore
9692,Yashin,http://www.last.fm/music/Yashin,http://userserve-ak.last.fm/serve/252/45917993.jpg,178,180,screamo post-hardcore rock seen live scottish
9693,Yasuharu Takanashi,http://www.last.fm/music/Yasuharu+Takanashi,http://userserve-ak.last.fm/serve/252/25832063.jpg,0,0,
9694,Endeverafter,http://www.last.fm/music/Endeverafter,http://userserve-ak.last.fm/serve/252/277860.jpg,72,216,hard rock american
9695,Vanna,http://www.last.fm/music/Vanna,http://userserve-ak.last.fm/serve/252/50611215.png,194,180,hardcore post-hardcore metalcore screamo fromhell
9696,Egypt Central,http://www.last.fm/music/Egypt+Central,http://userserve-ak.last.fm/serve/252/3753092.jpg,1,72,metal hard rock
9697,Beans on Toast,http://www.last.fm/music/Beans+on+Toast,http://userserve-ak.last.fm/serve/252/27913249.jpg,0,0,
9698,Willy Mason,http://www.last.fm/music/Willy+Mason,http://userserve-ak.last.fm/serve/252/104373.jpg,0,0,
9699,The Arcade Fire,http://www.last.fm/music/+noredirect/The+Arcade+Fire,http://userserve-ak.last.fm/serve/252/2725611.jpg,84,605,indie rock canadian ambient dreampop bliss
9700,Tellison,http://www.last.fm/music/Tellison,http://userserve-ak.last.fm/serve/252/7206373.jpg,0,0,
9701,The Dykeenies,http://www.last.fm/music/The+Dykeenies,http://userserve-ak.last.fm/serve/252/18148905.jpg,81,6692,indie i love this song indie luv idolo
9702,The Twilight Sad,http://www.last.fm/music/The+Twilight+Sad,http://userserve-ak.last.fm/serve/252/47779509.jpg,385,81,shoegaze indie indie rock
9703,The Stills,http://www.last.fm/music/The+Stills,http://userserve-ak.last.fm/serve/252/97389.jpg,81,358,indie favorites french canadian favorite songs
9704,Tiger Army,http://www.last.fm/music/Tiger+Army,http://userserve-ak.last.fm/serve/252/379912.jpg,259,181,psychobilly punk rockabilly punk rock rock
9705,Nasty,http://www.last.fm/music/Nasty,http://userserve-ak.last.fm/serve/252/39197687.png,2174,2173,beatdown beatdown hardcore moshcore deathcore
9706,Deadbolt,http://www.last.fm/music/Deadbolt,http://userserve-ak.last.fm/serve/252/496523.jpg,2100,2103,halloween songs for gil rock n roll
9707,Your Demise,http://www.last.fm/music/Your+Demise,http://userserve-ak.last.fm/serve/252/50756641.jpg,194,2178,hardcore straight edge beatdown seen live
9708,The Lively Ones,http://www.last.fm/music/The+Lively+Ones,http://userserve-ak.last.fm/serve/252/3494084.jpg,268,191,surf instrumental surf rock 60s guitar
